,t,ID,VA,PA,QA,VB,PB,QB,VC,PC,QC
0,2022-11-09 00:00:00+11:00,B1,,0.1109592,-0.0774576,,0.0242556,-0.1598016,,0.035745,-0.0314556
1,2022-11-09 00:00:00+11:00,B10,,0.3658752,-0.156021,,,,,,
2,2022-11-09 00:00:00+11:00,B11,,0.1684332,0.0421083,,,,,,
3,2022-11-09 00:00:00+11:00,B12,,0.0910391,0.0563349,,0.009512,0,,0,-0.05955
4,2022-11-09 00:00:00+11:00,B13,,0.152391,-0.237474,,,,,,
5,2022-11-09 00:00:00+11:00,B14,,0.2295658,0.0906868,,,,,,
6,2022-11-09 00:00:00+11:00,B2,,0.1950606,0.1309896,,,,,,
7,2022-11-09 00:00:00+11:00,B3,,0.049266,-0.100436,,0.0347772,-0.123864,,0.287859,0
8,2022-11-09 00:00:00+11:00,B4,,0.040426,-0.171216,,,,,,
9,2022-11-09 00:00:00+11:00,B5,,0.4098545,-0.2968075,,,,,,
10,2022-11-09 00:00:00+11:00,B6,,0.368784,0,,,,,,
11,2022-11-09 00:00:00+11:00,B7,,0.01189,0,,0.0064287,-0.0069049,,0.3648969,0.1766395
12,2022-11-09 00:00:00+11:00,B8,,0.0397992,-0.3603249,,,,,,
13,2022-11-09 00:00:00+11:00,B9,,0,-0.059525,,0.007131,0,,0.0550536,-0.1891281
14,2022-11-09 00:00:00+11:00,HOF,238.07,,,237.99,,,237.64,,
15,2022-11-09 00:05:00+11:00,B1,,0.1138984,-0.0765744,,0.0248144,-0.1627252,,3.308475,0
16,2022-11-09 00:05:00+11:00,B10,,0.3594438,-0.0728892,,,,,,
17,2022-11-09 00:05:00+11:00,B11,,0.1107165,-0.0157146,,,,,,
18,2022-11-09 00:05:00+11:00,B12,,0.0081464,0.004792,,0.011905,0,,0,-0.049665
19,2022-11-09 00:05:00+11:00,B13,,0.149,-0.2386384,,,,,,
20,2022-11-09 00:05:00+11:00,B14,,0.2615549,0.0859087,,,,,,
21,2022-11-09 00:05:00+11:00,B2,,0.196047,0.131652,,,,,,
22,2022-11-09 00:05:00+11:00,B3,,0.0483386,-0.0935663,,0.0264291,-0.1233358,,0.2004174,-0.0855209
23,2022-11-09 00:05:00+11:00,B4,,0.040443,-0.171288,,,,,,
24,2022-11-09 00:05:00+11:00,B5,,0.647462,0,,,,,,
25,2022-11-09 00:05:00+11:00,B6,,0.364405,0,,,,,,
26,2022-11-09 00:05:00+11:00,B7,,0.004784,0,,0.011905,0,,0.2725748,0.0682618
27,2022-11-09 00:05:00+11:00,B8,,0.077583,-0.3608785,,,,,,
28,2022-11-09 00:05:00+11:00,B9,,0,-0.064503,,0.007122,0,,0.0555305,-0.1904578
29,2022-11-09 00:05:00+11:00,HOF,238.41,,,238.6,,,237.93,,
30,2022-11-09 00:10:00+11:00,B1,,0.0628488,-0.069832,,0.0248352,-0.1628616,,3.303825,0
31,2022-11-09 00:10:00+11:00,B10,,0.2959785,-0.107325,,,,,,
32,2022-11-09 00:10:00+11:00,B11,,0.0991328,-0.0140597,,,,,,
33,2022-11-09 00:10:00+11:00,B12,,0.0083615,0.0045391,,0.00952,0,,0,-0.042516
34,2022-11-09 00:10:00+11:00,B13,,0.256564,-0.052122,,,,,,
35,2022-11-09 00:10:00+11:00,B14,,0.1167784,-0.1517162,,,,,,
36,2022-11-09 00:10:00+11:00,B2,,0.189369,0.132201,,,,,,
37,2022-11-09 00:10:00+11:00,B3,,0.0491722,-0.0899899,,0.021896,-0.107338,,0.2200884,-0.0799032
38,2022-11-09 00:10:00+11:00,B4,,0.040494,-0.171504,,,,,,
39,2022-11-09 00:10:00+11:00,B5,,0.5692596,0.080444,,,,,,
40,2022-11-09 00:10:00+11:00,B6,,0.1892616,-0.0383702,,,,,,
41,2022-11-09 00:10:00+11:00,B7,,0.01434,0,,0.0069107,-0.0064341,,0.359428,0.130508
42,2022-11-09 00:10:00+11:00,B8,,0.0733512,-0.3592328,,,,,,
43,2022-11-09 00:10:00+11:00,B9,,0,-0.052514,,0.009496,0,,0.055413,-0.1900548
44,2022-11-09 00:10:00+11:00,HOF,238.1,,,238.6,,,237.84,,
45,2022-11-09 00:15:00+11:00,B1,,0.0603655,-0.0685425,,0.024804,-0.162657,,3.295432,0
46,2022-11-09 00:15:00+11:00,B10,,0.2330999,-0.2247664,,,,,,
47,2022-11-09 00:15:00+11:00,B11,,0.0989664,-0.0140361,,,,,,
48,2022-11-09 00:15:00+11:00,B12,,0.0117159,0.0083685,,0.009516,0,,0,-0.049497
49,2022-11-09 00:15:00+11:00,B13,,0.3224568,-0.0458954,,,,,,
50,2022-11-09 00:15:00+11:00,B14,,0.1118988,-0.1491984,,,,,,
51,2022-11-09 00:15:00+11:00,B2,,0.0784007,-0.0733964,,,,,,
52,2022-11-09 00:15:00+11:00,B3,,0.0506256,-0.0974304,,0.0294996,-0.1053897,,0.2150871,-0.0916068
53,2022-11-09 00:15:00+11:00,B4,,0.0848946,-0.1781122,,,,,,
54,2022-11-09 00:15:00+11:00,B5,,0.69384,0.172752,,,,,,
55,2022-11-09 00:15:00+11:00,B6,,0.361746,0,,,,,,
56,2022-11-09 00:15:00+11:00,B7,,0.00956,0,,0.009512,0,,0.4006242,0.1169568
57,2022-11-09 00:15:00+11:00,B8,,0.0692955,-0.3575178,,,,,,
58,2022-11-09 00:15:00+11:00,B9,,0,-0.05975,,0.002369,0,,0.0313348,-0.1811764
59,2022-11-09 00:15:00+11:00,HOF,238,,,238.53,,,237.67,,
60,2022-11-09 00:20:00+11:00,B1,,0.11352,-0.07632,,0.0247312,-0.1621796,,3.265956,0
61,2022-11-09 00:20:00+11:00,B10,,0.30115,-0.1945125,,,,,,
62,2022-11-09 00:20:00+11:00,B11,,0.0987584,-0.0140066,,,,,,
63,2022-11-09 00:20:00+11:00,B12,,0.0104896,0.0057216,,0.00474,0,,0,-0.051612
64,2022-11-09 00:20:00+11:00,B13,,0.235224,-0.0477576,,,,,,
65,2022-11-09 00:20:00+11:00,B14,,0.1116648,-0.1488864,,,,,,
66,2022-11-09 00:20:00+11:00,B2,,0.0776206,-0.0704776,,,,,,
67,2022-11-09 00:20:00+11:00,B3,,0.0514728,-0.0915072,,0.020382,-0.126321,,0.216016,-0.0920416
68,2022-11-09 00:20:00+11:00,B4,,0.0846804,-0.1776628,,,,,,
69,2022-11-09 00:20:00+11:00,B5,,0.7330356,0.331914,,,,,,
70,2022-11-09 00:20:00+11:00,B6,,0.399798,0,,,,,,
71,2022-11-09 00:20:00+11:00,B7,,0.004772,0,,0.00855,-0.0083125,,0.591444,0.2337612
72,2022-11-09 00:20:00+11:00,B8,,0.0647626,-0.354207,,,,,,
73,2022-11-09 00:20:00+11:00,B9,,0,-0.057288,,0.00708,0,,0.0506304,-0.1877544
74,2022-11-09 00:20:00+11:00,HOF,237.52,,,237.91,,,236.9,,
75,2022-11-09 00:25:00+11:00,B1,,0.1194702,-0.0803665,,0.024752,-0.162316,,3.269682,0
76,2022-11-09 00:25:00+11:00,B10,,0.3716064,-0.1582416,,,,,,
77,2022-11-09 00:25:00+11:00,B11,,0.110391,-0.0156684,,,,,,
78,2022-11-09 00:25:00+11:00,B12,,0.094446,0.0560475,,0.011865,0,,0,-0.051612
79,2022-11-09 00:25:00+11:00,B13,,0.1317015,-0.2280453,,,,,,
80,2022-11-09 00:25:00+11:00,B14,,0.1164368,-0.1488864,,,,,,
81,2022-11-09 00:25:00+11:00,B2,,0.0790875,-0.0719625,,,,,,
82,2022-11-09 00:25:00+11:00,B3,,0.0514728,-0.0967498,,0.026125,-0.1280125,,0.3045356,-0.043438
83,2022-11-09 00:25:00+11:00,B4,,0.0847518,-0.1778126,,,,,,
84,2022-11-09 00:25:00+11:00,B5,,0.4766516,-0.1884876,,,,,,
85,2022-11-09 00:25:00+11:00,B6,,0.3842977,-0.0547326,,,,,,
86,2022-11-09 00:25:00+11:00,B7,,0.011905,0,,0.007125,-0.0064125,,0.2640375,0.0661854
87,2022-11-09 00:25:00+11:00,B8,,0.0647903,-0.3543585,,,,,,
88,2022-11-09 00:25:00+11:00,B9,,0,-0.050043,,0.007107,0,,0.0564422,-0.1859548
89,2022-11-09 00:25:00+11:00,HOF,237.46,,,237.77,,,236.52,,
90,2022-11-09 00:30:00+11:00,B1,,0.1186928,-0.076576,,0.024174,-0.159264,,3.174138,0
91,2022-11-09 00:30:00+11:00,B10,,0.3101021,-0.1921259,,,,,,
92,2022-11-09 00:30:00+11:00,B11,,0.1100655,-0.0156222,,,,,,
93,2022-11-09 00:30:00+11:00,B12,,0.0932535,0.057717,,0.01185,0,,3.353168,0
94,2022-11-09 00:30:00+11:00,B13,,0.1365759,-0.2243916,,,,,,
95,2022-11-09 00:30:00+11:00,B14,,0.3570254,0.2956988,,,,,,
96,2022-11-09 00:30:00+11:00,B2,,0.078276,-0.0690252,,,,,,
97,2022-11-09 00:30:00+11:00,B3,,0.0525759,-0.0961116,,0.034128,-0.108546,,0.285606,0
98,2022-11-09 00:30:00+11:00,B4,,0.0835551,-0.175158,,,,,,
99,2022-11-09 00:30:00+11:00,B5,,0.436617,-0.2903715,,,,,,
100,2022-11-09 00:30:00+11:00,B6,,0.362807,-0.051632,,,,,,
101,2022-11-09 00:30:00+11:00,B7,,0.01189,0,,0.00948,0,,0.229383,0.0465717
102,2022-11-09 00:30:00+11:00,B8,,0.0631022,-0.3442985,,,,,,
103,2022-11-09 00:30:00+11:00,B9,,0,-0.052338,,0.002367,0,,0.171458,-0.1017163
104,2022-11-09 00:30:00+11:00,HOF,236.28,,,236.96,,,235.45,,
105,2022-11-09 00:35:00+11:00,B1,,0.1130943,-0.0760338,,0.0247936,-0.1625888,,3.264884,0
106,2022-11-09 00:35:00+11:00,B10,,0.3923154,-0.2010408,,,,,,
107,2022-11-09 00:35:00+11:00,B11,,0.0990496,-0.0140479,,,,,,
108,2022-11-09 00:35:00+11:00,B12,,0.0097949,0.0069281,,0.011905,0,,3.295208,0
109,2022-11-09 00:35:00+11:00,B13,,0.12925,-0.223955,,,,,,
110,2022-11-09 00:35:00+11:00,B14,,0.2103036,0.0830271,,,,,,
111,2022-11-09 00:35:00+11:00,B2,,7.068498,-0.0682686,,,,,,
112,2022-11-09 00:35:00+11:00,B3,,0.0514296,-0.1021449,,0.019557,-0.1128105,,0.288666,0
113,2022-11-09 00:35:00+11:00,B4,,0.0818376,-0.1769976,,,,,,
114,2022-11-09 00:35:00+11:00,B5,,0.3162456,-0.4374216,,,,,,
115,2022-11-09 00:35:00+11:00,B6,,0.3607608,-0.0513408,,,,,,
116,2022-11-09 00:35:00+11:00,B7,,0.014298,0,,0.0102641,-0.0100254,,3.53666,0
117,2022-11-09 00:35:00+11:00,B8,,0.0334048,-0.3324464,,,,,,
118,2022-11-09 00:35:00+11:00,B9,,0,-0.051942,,0.007146,0,,0.14697,-0.09867
119,2022-11-09 00:35:00+11:00,HOF,236.85,,,237.15,,,235.54,,
120,2022-11-09 00:40:00+11:00,B1,,0.1115807,-0.0750162,,0.0242454,-0.1597344,,0.1539792,0.139876
121,2022-11-09 00:40:00+11:00,B10,,0.392897,-0.2013152,,,,,,
122,2022-11-09 00:40:00+11:00,B11,,0.0987168,-0.0140007,,,,,,
123,2022-11-09 00:40:00+11:00,B12,,0.013024,0.00592,,0.009484,0,,3.322557,0
124,2022-11-09 00:40:00+11:00,B13,,0.1409132,-0.2256011,,,,,,
125,2022-11-09 00:40:00+11:00,B14,,0.1030446,-0.1523268,,,,,,
126,2022-11-09 00:40:00+11:00,B2,,6.9776154,-0.0666666,,,,,,
127,2022-11-09 00:40:00+11:00,B3,,0.0488934,-0.0970782,,0.035625,-0.1379875,,0.2657587,-0.1132742
128,2022-11-09 00:40:00+11:00,B4,,0.082713,-0.178461,,,,,,
129,2022-11-09 00:40:00+11:00,B5,,0.277524,-0.436448,,,,,,
130,2022-11-09 00:40:00+11:00,B6,,0.301038,0,,,,,,
131,2022-11-09 00:40:00+11:00,B7,,0.011825,0,,0.0066668,-0.0097621,,3.679332,0
132,2022-11-09 00:40:00+11:00,B8,,0.03381,-0.33649,,,,,,
133,2022-11-09 00:40:00+11:00,B9,,0,-0.049182,,0.007128,0,,0.1400224,-0.101332
134,2022-11-09 00:40:00+11:00,HOF,236.13,,,236.65,,,235.03,,
135,2022-11-09 00:45:00+11:00,B1,,0.1113442,-0.0748572,,0.0241434,-0.1590624,,0.144293,0.139222
136,2022-11-09 00:45:00+11:00,B10,,0.3017925,-0.186993,,,,,,
137,2022-11-09 00:45:00+11:00,B11,,0.107562,-0.015366,,,,,,
138,2022-11-09 00:45:00+11:00,B12,,0.0087283,0.0037744,,0.01182,0,,3.30905,0
139,2022-11-09 00:45:00+11:00,B13,,0.072168,-0.2139432,,,,,,
140,2022-11-09 00:45:00+11:00,B14,,0.110544,-0.143472,,,,,,
141,2022-11-09 00:45:00+11:00,B2,,6.9203598,-0.0677148,,,,,,
142,2022-11-09 00:45:00+11:00,B3,,0.052752,-0.089019,,0.0234531,-0.0990242,,0.057325,-0.1350577
143,2022-11-09 00:45:00+11:00,B4,,0.0824687,-0.1779339,,,,,,
144,2022-11-09 00:45:00+11:00,B5,,0.372564,-0.275886,,,,,,
145,2022-11-09 00:45:00+11:00,B6,,0.293888,0,,,,,,
146,2022-11-09 00:45:00+11:00,B7,,0.004716,0,,0.0087801,-0.0113904,,3.81133,0
147,2022-11-09 00:45:00+11:00,B8,,0.0337365,-0.3357585,,,,,,
148,2022-11-09 00:45:00+11:00,B9,,0,-0.049077,,0.007104,0,,0.0547876,-0.180707
149,2022-11-09 00:45:00+11:00,HOF,235.15,,,235.62,,,234.1,,
150,2022-11-09 00:50:00+11:00,B1,,0.1093215,-0.0733512,,0.0241026,-0.1587936,,0.1393428,0.1381893
151,2022-11-09 00:50:00+11:00,B10,,0.2300724,-0.2217879,,,,,,
152,2022-11-09 00:50:00+11:00,B11,,0.109833,-0.0155892,,,,,,
153,2022-11-09 00:50:00+11:00,B12,,0.0115689,0.0080274,,0.087978,0.017974,,3.323759,0
154,2022-11-09 00:50:00+11:00,B13,,0.26691,-0.03813,,,,,,
155,2022-11-09 00:50:00+11:00,B14,,0.1184904,-0.1459971,,,,,,
156,2022-11-09 00:50:00+11:00,B2,,6.9135627,-0.0647559,,,,,,
157,2022-11-09 00:50:00+11:00,B3,,0.0528975,-0.0942751,,0.0243904,-0.1084544,,0.1518317,-0.1297805
158,2022-11-09 00:50:00+11:00,B4,,0.081184,-0.175584,,,,,,
159,2022-11-09 00:50:00+11:00,B5,,0.4125356,-0.2773012,,,,,,
160,2022-11-09 00:50:00+11:00,B6,,0.1802416,-0.0365541,,,,,,
161,2022-11-09 00:50:00+11:00,B7,,0.01179,0,,0.0085428,-0.0113904,,3.633852,0
162,2022-11-09 00:50:00+11:00,B8,,0.0335216,-0.3336088,,,,,,
163,2022-11-09 00:50:00+11:00,B9,,0,-0.058475,,0.007107,0,,0.0550018,-0.1814135
164,2022-11-09 00:50:00+11:00,HOF,235.34,,,235.8,,,234.34,,
165,2022-11-09 00:55:00+11:00,B1,,0.111613,-0.077914,,0.0232897,-0.1639883,,0.136416,0.1430016
166,2022-11-09 00:55:00+11:00,B10,,0.296894,-0.1918392,,,,,,
167,2022-11-09 00:55:00+11:00,B11,,0.111693,-0.0158532,,,,,,
168,2022-11-09 00:55:00+11:00,B12,,0.105424,0.0567852,,0.091871,0.018759,,3.438592,0
169,2022-11-09 00:55:00+11:00,B13,,0.2670085,-0.0380765,,,,,,
170,2022-11-09 00:55:00+11:00,B14,,0.2680458,0.0864818,,,,,,
171,2022-11-09 00:55:00+11:00,B2,,7.1439138,-0.0703578,,,,,,
172,2022-11-09 00:55:00+11:00,B3,,0.0464048,-0.094484,,0.028848,-0.1216424,,0.133209,-0.1138119
173,2022-11-09 00:55:00+11:00,B4,,0.081566,-0.1816043,,,,,,
174,2022-11-09 00:55:00+11:00,B5,,0.616104,0.1545036,,,,,,
175,2022-11-09 00:55:00+11:00,B6,,0.1860342,-0.0377223,,,,,,
176,2022-11-09 00:55:00+11:00,B7,,0.009584,0,,0.0079497,-0.0091542,,3.652425,0
177,2022-11-09 00:55:00+11:00,B8,,0.0351,-0.349128,,,,,,
178,2022-11-09 00:55:00+11:00,B9,,0,-0.056976,,0.002399,0,,0.05452,-0.187295
179,2022-11-09 00:55:00+11:00,HOF,239.06,,,239.58,,,238.19,,
180,2022-11-09 01:00:00+11:00,B1,,0.0601898,-0.068343,,0.023667,-0.1673595,,0.1329348,0.1435413
181,2022-11-09 01:00:00+11:00,B10,,0.232806,-0.230878,,,,,,
182,2022-11-09 01:00:00+11:00,B11,,0.1119255,-0.0158862,,,,,,
183,2022-11-09 01:00:00+11:00,B12,,0.0940746,0.0582252,,0.0921766,0.0188214,,3.455316,0
184,2022-11-09 01:00:00+11:00,B13,,0.2918608,-0.0732021,,,,,,
185,2022-11-09 01:00:00+11:00,B14,,0.2546948,0.0908084,,,,,,
186,2022-11-09 01:00:00+11:00,B2,,7.186501,-0.0689961,,,,,,
187,2022-11-09 01:00:00+11:00,B3,,0.0475002,-0.0942807,,0.031395,-0.139104,,0.2184126,-0.0312018
188,2022-11-09 01:00:00+11:00,B4,,0.0809088,-0.1801184,,,,,,
189,2022-11-09 01:00:00+11:00,B5,,0.52778,0,,,,,,
190,2022-11-09 01:00:00+11:00,B6,,0.1955051,-0.0396643,,,,,,
191,2022-11-09 01:00:00+11:00,B7,,0.012025,0,,0.008456,-0.0086976,,3.62616,0
192,2022-11-09 01:00:00+11:00,B8,,0.0349703,-0.3480601,,,,,,
193,2022-11-09 01:00:00+11:00,B9,,0,-0.061906,,0.007227,0,,0.0313614,-0.1813302
194,2022-11-09 01:00:00+11:00,HOF,240.34,,,240.81,,,239.37,,
195,2022-11-09 01:05:00+11:00,B1,,0.0600392,-0.068172,,0.0250016,-0.1639528,,0.0336908,-0.0296856
196,2022-11-09 01:05:00+11:00,B10,,0.3072462,-0.198495,,,,,,
197,2022-11-09 01:05:00+11:00,B11,,0.100048,-0.0141895,,,,,,
198,2022-11-09 01:05:00+11:00,B12,,0.0918051,0.0568089,,0.012025,0,,3.425708,0
199,2022-11-09 01:05:00+11:00,B13,,0.3196128,-0.06501,,,,,,
200,2022-11-09 01:05:00+11:00,B14,,0.2381436,0.0865542,,,,,,
201,2022-11-09 01:05:00+11:00,B2,,7.135932,-0.070328,,,,,,
202,2022-11-09 01:05:00+11:00,B3,,0.0463854,-0.0918144,,0.0214223,-0.1109627,,0.1234686,-0.0959274
203,2022-11-09 01:05:00+11:00,B4,,0.0836204,-0.1804188,,,,,,
204,2022-11-09 01:05:00+11:00,B5,,0.4169462,-0.1900008,,,,,,
205,2022-11-09 01:05:00+11:00,B6,,0.1950208,-0.0276592,,,,,,
206,2022-11-09 01:05:00+11:00,B7,,0.004796,0,,0.0074834,-0.0094146,,3.79824,0
207,2022-11-09 01:05:00+11:00,B8,,0.072633,-0.3559017,,,,,,
208,2022-11-09 01:05:00+11:00,B9,,0,-0.061698,,0.007215,0,,0.0495639,-0.1836918
209,2022-11-09 01:05:00+11:00,HOF,239.37,,,240.02,,,238.35,,
210,2022-11-09 01:10:00+11:00,B1,,0.1150552,-0.0775008,,0.025012,-0.164021,,0.0347652,-0.0317115
211,2022-11-09 01:10:00+11:00,B10,,0.1675588,-0.1757324,,,,,,
212,2022-11-09 01:10:00+11:00,B11,,0.1589462,0.0463393,,,,,,
213,2022-11-09 01:10:00+11:00,B12,,0.0122196,0.0076672,,0.009612,0,,3.41811,0
214,2022-11-09 01:10:00+11:00,B13,,0.3242036,-0.0659277,,,,,,
215,2022-11-09 01:10:00+11:00,B14,,0.1118988,-0.1491984,,,,,,
216,2022-11-09 01:10:00+11:00,B2,,7.2612379,0.1316322,,,,,,
217,2022-11-09 01:10:00+11:00,B3,,0.051624,-0.099663,,0.032227,-0.1108705,,0.210166,0.042639
218,2022-11-09 01:10:00+11:00,B4,,0.080808,-0.179894,,,,,,
219,2022-11-09 01:10:00+11:00,B5,,0.4216323,-0.1776177,,,,,,
220,2022-11-09 01:10:00+11:00,B6,,0.294138,-0.041886,,,,,,
221,2022-11-09 01:10:00+11:00,B7,,0.009584,0,,0.007233,-0.009644,,3.874502,0
222,2022-11-09 01:10:00+11:00,B8,,0.0689415,-0.3556914,,,,,,
223,2022-11-09 01:10:00+11:00,B9,,0,-0.061672,,0.007209,0,,0.0544504,-0.1870559
224,2022-11-09 01:10:00+11:00,HOF,239.14,,,239.66,,,238.26,,
225,2022-11-09 01:20:00+11:00,B1,,0.1198512,-0.0775228,,0.0250224,-0.1640892,,0.0339911,-0.0299502
226,2022-11-09 01:20:00+11:00,B10,,0.300875,0,,,,,,
227,2022-11-09 01:20:00+11:00,B11,,0.109382,-0.015626,,,,,,
228,2022-11-09 01:20:00+11:00,B12,,0.009996,0.006664,,0.012,0,,0,-0.052096
229,2022-11-09 01:20:00+11:00,B13,,0.2191574,-0.0720324,,,,,,
230,2022-11-09 01:20:00+11:00,B14,,0.2375622,0.0765716,,,,,,
231,2022-11-09 01:20:00+11:00,B2,,7.199695,0.129955,,,,,,
232,2022-11-09 01:20:00+11:00,B3,,0.0471636,-0.0936126,,0.0269248,-0.1197192,,0.141,-0.10575
233,2022-11-09 01:20:00+11:00,B4,,0.040868,-0.173088,,,,,,
234,2022-11-09 01:20:00+11:00,B5,,0.4319394,-0.0608838,,,,,,
235,2022-11-09 01:20:00+11:00,B6,,0.3008612,-0.0428792,,,,,,
236,2022-11-09 01:20:00+11:00,B7,,0.004778,0,,0.0055545,-0.0079695,,3.760074,0
237,2022-11-09 01:20:00+11:00,B8,,0.0623568,-0.3606774,,,,,,
238,2022-11-09 01:20:00+11:00,B9,,0,-0.049602,,0.002404,0,,0.037792,-0.1754966
239,2022-11-09 01:20:00+11:00,HOF,239.03,,,239.7,,,238.07,,
240,2022-11-09 01:25:00+11:00,B1,,0.1148628,-0.0773712,,0.0251056,-0.1646348,,0.035685,-0.0314028
241,2022-11-09 01:25:00+11:00,B10,,0.29016,0,,,,,,
242,2022-11-09 01:25:00+11:00,B11,,0.109928,-0.015704,,,,,,
243,2022-11-09 01:25:00+11:00,B12,,0.0104852,0.0059575,,0.009636,0,,0,-0.049854
244,2022-11-09 01:25:00+11:00,B13,,0.2176842,-0.0715383,,,,,,
245,2022-11-09 01:25:00+11:00,B14,,0.0768292,-0.1484092,,,,,,
246,2022-11-09 01:25:00+11:00,B2,,7.24284,0.131688,,,,,,
247,2022-11-09 01:25:00+11:00,B3,,0.0482174,-0.090706,,0.022952,-0.1258736,,0.1221962,-0.1111089
248,2022-11-09 01:25:00+11:00,B4,,0.041021,-0.173736,,,,,,
249,2022-11-09 01:25:00+11:00,B5,,0.3339235,-0.2418233,,,,,,
250,2022-11-09 01:25:00+11:00,B6,,0.309759,-0.044082,,,,,,
251,2022-11-09 01:25:00+11:00,B7,,0.01198,0,,0.00776,-0.0094575,,3.82072,0
252,2022-11-09 01:25:00+11:00,B8,,0.0628845,-0.3647301,,,,,,
253,2022-11-09 01:25:00+11:00,B9,,0,-0.049749,,0.007236,0,,0.024906,-0.1762396
254,2022-11-09 01:25:00+11:00,HOF,239.9,,,240.92,,,239.44,,
255,2022-11-09 01:30:00+11:00,B1,,0.1107766,-0.0744756,,0.0243066,-0.1601376,,0.0334452,-0.0303616
256,2022-11-09 01:30:00+11:00,B10,,0.1462548,-0.1665018,,,,,,
257,2022-11-09 01:30:00+11:00,B11,,0.1105305,-0.0156882,,,,,,
258,2022-11-09 01:30:00+11:00,B12,,0.09368,0.0531634,,0.009512,0,,0,-0.06136
259,2022-11-09 01:30:00+11:00,B13,,0.159152,-0.057768,,,,,,
260,2022-11-09 01:30:00+11:00,B14,,0.1228256,-0.1455624,,,,,,
261,2022-11-09 01:30:00+11:00,B2,,6.970928,0.1243155,,,,,,
262,2022-11-09 01:30:00+11:00,B3,,0.0402136,-0.0895454,,0.0204508,-0.1001138,,0.1124312,-0.1178638
263,2022-11-09 01:30:00+11:00,B4,,0.0423462,-0.1708122,,,,,,
264,2022-11-09 01:30:00+11:00,B5,,0.46332,-0.0660528,,,,,,
265,2022-11-09 01:30:00+11:00,B6,,0.2982518,-0.0426074,,,,,,
266,2022-11-09 01:30:00+11:00,B7,,0.002339,0,,0.0073656,-0.009504,,0.390816,0.17818
267,2022-11-09 01:30:00+11:00,B8,,0.0621984,-0.3597612,,,,,,
268,2022-11-09 01:30:00+11:00,B9,,0,-0.051194,,0.014268,0,,0.0630387,-0.1806165
269,2022-11-09 01:30:00+11:00,HOF,236.57,,,237.44,,,236.31,,
270,2022-11-09 01:35:00+11:00,B1,,0.1100198,-0.0739668,,0.0241536,-0.1591296,,0.034706,-0.0316575
271,2022-11-09 01:35:00+11:00,B10,,0.076032,-0.197208,,,,,,
272,2022-11-09 01:35:00+11:00,B11,,0.098592,-0.013983,,,,,,
273,2022-11-09 01:35:00+11:00,B12,,0.0913752,0.0517482,,0.009464,0,,0,-0.053958
274,2022-11-09 01:35:00+11:00,B13,,0.1579858,-0.0573447,,,,,,
275,2022-11-09 01:35:00+11:00,B14,,0.2501346,0.0822137,,,,,,
276,2022-11-09 01:35:00+11:00,B2,,6.9233038,0.1226792,,,,,,
277,2022-11-09 01:35:00+11:00,B3,,0.049163,-0.089938,,0.0194012,-0.0998452,,0.1996446,-0.0283866
278,2022-11-09 01:35:00+11:00,B4,,0.0386799,-0.1713306,,,,,,
279,2022-11-09 01:35:00+11:00,B5,,0.1955736,-0.2607648,,,,,,
280,2022-11-09 01:35:00+11:00,B6,,0.2399352,-0.0602172,,,,,,
281,2022-11-09 01:35:00+11:00,B7,,0.014004,0,,0.0109158,-0.0092547,,0.21432,0.053815
282,2022-11-09 01:35:00+11:00,B8,,0.034995,-0.3480836,,,,,,
283,2022-11-09 01:35:00+11:00,B9,,0,-0.05082,,0.007116,0,,0.1731477,-0.0934857
284,2022-11-09 01:35:00+11:00,HOF,235.89,,,236.56,,,234.99,,
285,2022-11-09 01:45:00+11:00,B1,,0.0594948,-0.0643374,,0.0242352,-0.1596672,,0.03522,-0.0309936
286,2022-11-09 01:45:00+11:00,B10,,0.0736759,-0.1975746,,,,,,
287,2022-11-09 01:45:00+11:00,B11,,0.107926,-0.015418,,,,,,
288,2022-11-09 01:45:00+11:00,B12,,0.00928,0,,0.009488,0,,0,-0.049224
289,2022-11-09 01:45:00+11:00,B13,,0.0649953,-0.2146464,,,,,,
290,2022-11-09 01:45:00+11:00,B14,,9.2638388,0.063644,,,,,,
291,2022-11-09 01:45:00+11:00,B2,,0.0782851,-0.0692254,,,,,,
292,2022-11-09 01:45:00+11:00,B3,,0.0459954,-0.0887386,,0.022458,-0.104016,,0.1207956,-0.0999607
293,2022-11-09 01:45:00+11:00,B4,,0.0848232,-0.1779624,,,,,,
294,2022-11-09 01:45:00+11:00,B5,,0.369735,0,,,,,,
295,2022-11-09 01:45:00+11:00,B6,,0.187332,-0.037979,,,,,,
296,2022-11-09 01:45:00+11:00,B7,,0.009312,0,,0.0063963,-0.007107,,0.2563544,0.0643225
297,2022-11-09 01:45:00+11:00,B8,,0.0312756,-0.3463656,,,,,,
298,2022-11-09 01:45:00+11:00,B9,,0,-0.04648,,0.007086,0,,0.1503495,-0.0892773
299,2022-11-09 01:45:00+11:00,HOF,235.26,,,236.1,,,234.35,,
300,2022-11-09 01:50:00+11:00,B1,,0.05704,-0.06325,,0.0246792,-0.1618386,,0.0346764,-0.0316305
301,2022-11-09 01:50:00+11:00,B10,,0.2234452,-0.1325082,,,,,,
302,2022-11-09 01:50:00+11:00,B11,,0.1076985,-0.0153855,,,,,,
303,2022-11-09 01:50:00+11:00,B12,,0.01155,0,,0.011835,0,,0,-0.0468
