,t,ID,VA,PA,QA,VB,PB,QB,VC,PC,QC
2103,2022-11-09 12:35:00+11:00,B12,,0.014406,0.0086436,,0.0073718,-0.020213,,-1.4921628,-0.2125136
2104,2022-11-09 12:35:00+11:00,B13,,-0.953811,-0.135912,,,,,,
2105,2022-11-09 12:35:00+11:00,B14,,0.3988236,0.3096352,,,,,,
2106,2022-11-09 12:35:00+11:00,B2,,0.0785986,-0.0713656,,,,,,
2107,2022-11-09 12:35:00+11:00,B3,,-1.638048,0,,-1.660742,0,,0.5114388,-0.0728586
2108,2022-11-09 12:35:00+11:00,B4,,0.0771768,-0.1767444,,,,,,
2109,2022-11-09 12:35:00+11:00,B5,,-2.4838122,1.3431681,,,,,,
2110,2022-11-09 12:35:00+11:00,B6,,0.186912,-0.026668,,,,,,
2111,2022-11-09 12:35:00+11:00,B7,,0.00962,0,,0.206389,-0.0749204,,-0.715507,0
2112,2022-11-09 12:35:00+11:00,B8,,0.2248049,-0.3693394,,,,,,
2113,2022-11-09 12:35:00+11:00,B9,,-1.1729218,-0.1672468,,0.007167,0,,0.0576084,-0.1898244
2114,2022-11-09 12:35:00+11:00,HOF,237.99,,,237.9,,,239.36,,
2115,2022-11-09 12:40:00+11:00,B1,,-1.5851,0,,-1.656185,0,,-1.4993748,0.2137156
2116,2022-11-09 12:40:00+11:00,B10,,0.294872,0,,,,,,
2117,2022-11-09 12:40:00+11:00,B11,,0.1034192,-0.0147064,,,,,,
2118,2022-11-09 12:40:00+11:00,B12,,0.0117796,0.008414,,0,-0.021366,,-1.4755752,-0.21035
2119,2022-11-09 12:40:00+11:00,B13,,-0.950373,-0.135351,,,,,,
2120,2022-11-09 12:40:00+11:00,B14,,0.372294,0.308321,,,,,,
2121,2022-11-09 12:40:00+11:00,B2,,0.0786638,-0.0714248,,,,,,
2122,2022-11-09 12:40:00+11:00,B3,,-1.642116,0,,-1.661352,0,,0.5880888,-0.2133963
2123,2022-11-09 12:40:00+11:00,B4,,0.076032,-0.1741608,,,,,,
2124,2022-11-09 12:40:00+11:00,B5,,-2.27808,1.71216,,,,,,
2125,2022-11-09 12:40:00+11:00,B6,,0.1865952,-0.0266228,,,,,,
2126,2022-11-09 12:40:00+11:00,B7,,0.012025,0,,0.1553487,-0.0221247,,-0.697004,0
2127,2022-11-09 12:40:00+11:00,B8,,0.2582955,-0.3722985,,,,,,
2128,2022-11-09 12:40:00+11:00,B9,,-1.161864,-0.1655265,,0.002382,0,,0.0588138,-0.1870704
2129,2022-11-09 12:40:00+11:00,HOF,237.96,,,237.43,,,239.24,,
2130,2022-11-09 12:45:00+11:00,B1,,-1.60842,0,,-1.658724,0,,-1.5109737,0.2153023
2131,2022-11-09 12:45:00+11:00,B10,,0.2223228,-0.0556404,,,,,,
2132,2022-11-09 12:45:00+11:00,B11,,0.103986,-0.014787,,,,,,
2133,2022-11-09 12:45:00+11:00,B12,,0.01212,0.0079992,,0.00956,0,,-1.4650134,-0.2088408
2134,2022-11-09 12:45:00+11:00,B13,,-0.9956839,-0.1418221,,,,,,
2135,2022-11-09 12:45:00+11:00,B14,,0.2205531,0.087156,,,,,,
2136,2022-11-09 12:45:00+11:00,B2,,0.0807525,-0.0734775,,,,,,
2137,2022-11-09 12:45:00+11:00,B3,,-1.64119,0,,-1.65669,0,,0.7305562,-0.1483569
2138,2022-11-09 12:45:00+11:00,B4,,0.0744744,-0.1759219,,,,,,
2139,2022-11-09 12:45:00+11:00,B5,,-2.509185,1.3569885,,,,,,
2140,2022-11-09 12:45:00+11:00,B6,,0.1869912,-0.0266793,,,,,,
2141,2022-11-09 12:45:00+11:00,B7,,0.004838,0,,0.0420992,-0.0272688,,-0.727472,0
2142,2022-11-09 12:45:00+11:00,B8,,0.2601621,-0.3748341,,,,,,
2143,2022-11-09 12:45:00+11:00,B9,,-1.1651904,-0.1660004,,0.002402,0,,0.059013,-0.195051
2144,2022-11-09 12:45:00+11:00,HOF,239.1,,,238.29,,,239.95,,
2145,2022-11-09 12:50:00+11:00,B1,,-1.609278,0,,-1.663237,0,,-1.5192248,0.2164461
2146,2022-11-09 12:50:00+11:00,B10,,0.1422036,-0.1618344,,,,,,
2147,2022-11-09 12:50:00+11:00,B11,,0.1042912,-0.0148304,,,,,,
2148,2022-11-09 12:50:00+11:00,B12,,0.0968,0.060016,,0.00478,0,,-1.4701554,-0.2095416
2149,2022-11-09 12:50:00+11:00,B13,,-0.9566306,-0.1362422,,,,,,
2150,2022-11-09 12:50:00+11:00,B14,,0.123777,-0.150474,,,,,,
2151,2022-11-09 12:50:00+11:00,B2,,0.0779709,-0.0731129,,,,,,
2152,2022-11-09 12:50:00+11:00,B3,,-1.638755,0,,-1.66907,0,,0.728892,-0.2879838
2153,2022-11-09 12:50:00+11:00,B4,,0.0746304,-0.1762904,,,,,,
2154,2022-11-09 12:50:00+11:00,B5,,-2.4846,1.3436232,,,,,,
2155,2022-11-09 12:50:00+11:00,B6,,0.1918756,-0.0274108,,,,,,
2156,2022-11-09 12:50:00+11:00,B7,,0.009696,0,,0.0196554,-0.0436254,,-0.4635696,0.2112136
2157,2022-11-09 12:50:00+11:00,B8,,0.2530736,-0.3745872,,,,,,
2158,2022-11-09 12:50:00+11:00,B9,,-1.1850443,-0.1687664,,0.007212,0,,0.0609912,-0.193848
2159,2022-11-09 12:50:00+11:00,HOF,239.63,,,239.03,,,240.33,,
2160,2022-11-09 13:00:00+11:00,B1,,-1.60446,0,,-1.660355,0,,-1.5297498,0.2179521
2161,2022-11-09 13:00:00+11:00,B10,,0.143038,-0.162792,,,,,,
2162,2022-11-09 13:00:00+11:00,B11,,0.1035936,-0.0147312,,,,,,
2163,2022-11-09 13:00:00+11:00,B12,,0.016814,0,,0.009504,0,,-1.4610336,-0.208104
2164,2022-11-09 13:00:00+11:00,B13,,-0.890342,0,,,,,,
2165,2022-11-09 13:00:00+11:00,B14,,0.4241932,0.3069756,,,,,,
2166,2022-11-09 13:00:00+11:00,B2,,0.0774252,-0.0726012,,,,,,
2167,2022-11-09 13:00:00+11:00,B3,,-1.636309,0,,-1.6716,0,,0.5452754,-0.3521818
2168,2022-11-09 13:00:00+11:00,B4,,0.076,-0.1740875,,,,,,
2169,2022-11-09 13:00:00+11:00,B5,,-2.1184848,1.3886937,,,,,,
2170,2022-11-09 13:00:00+11:00,B6,,0.253908,0,,,,,,
2171,2022-11-09 13:00:00+11:00,B7,,0.01204,0,,0.0336567,-0.0305536,,-0.65505,0
2172,2022-11-09 13:00:00+11:00,B8,,0.376992,-0.352954,,,,,,
2173,2022-11-09 13:00:00+11:00,B9,,-1.1856014,-0.1689196,,0.007164,0,,0.14136,-0.10602
2174,2022-11-09 13:00:00+11:00,HOF,237.65,,,237.11,,,238.77,,
2175,2022-11-09 13:05:00+11:00,B1,,-1.618789,0,,-1.659416,0,,-1.5241688,0.2172588
2176,2022-11-09 13:05:00+11:00,B10,,0.2734056,-0.1325168,,,,,,
2177,2022-11-09 13:05:00+11:00,B11,,0.1737736,0.0434434,,,,,,
2178,2022-11-09 13:05:00+11:00,B12,,0.0116496,0.0087372,,0.0910688,0.0185952,,-1.459812,-0.20793
2179,2022-11-09 13:05:00+11:00,B13,,-0.91875,0,,,,,,
2180,2022-11-09 13:05:00+11:00,B14,,0.2558134,0.101011,,,,,,
2181,2022-11-09 13:05:00+11:00,B2,,0.0763648,-0.0715008,,,,,,
2182,2022-11-09 13:05:00+11:00,B3,,-1.64456,0,,-1.656,0,,0.5483739,-0.0782033
2183,2022-11-09 13:05:00+11:00,B4,,0.072656,-0.17686,,,,,,
2184,2022-11-09 13:05:00+11:00,B5,,-2.3473736,1.5806872,,,,,,
2185,2022-11-09 13:05:00+11:00,B6,,0.251771,0,,,,,,
2186,2022-11-09 13:05:00+11:00,B7,,0.009728,0,,0,-0.050358,,-0.686016,0
2187,2022-11-09 13:05:00+11:00,B8,,2.3752274,-0.338338,,,,,,
2188,2022-11-09 13:05:00+11:00,B9,,-1.210812,-0.1725161,,0.007188,0,,0.022137,-0.182277
2189,2022-11-09 13:05:00+11:00,HOF,239.29,,,238.67,,,239.92,,
2190,2022-11-09 13:10:00+11:00,B1,,-1.621136,0,,-1.659,0,,-1.524887,0.2171988
2191,2022-11-09 13:10:00+11:00,B10,,0.2430498,-0.175969,,,,,,
2192,2022-11-09 13:10:00+11:00,B11,,0.168597,0.034191,,,,,,
2193,2022-11-09 13:10:00+11:00,B12,,0.014418,0.0088911,,0.0947916,0.0193356,,-1.451637,-0.2069375
2194,2022-11-09 13:10:00+11:00,B13,,-0.9985632,-0.1422372,,,,,,
2195,2022-11-09 13:10:00+11:00,B14,,0.25488,0.09264,,,,,,
2196,2022-11-09 13:10:00+11:00,B2,,0.213511,0.1379425,,,,,,
2197,2022-11-09 13:10:00+11:00,B3,,-1.645666,0,,-1.6625,0,,0.678572,0
2198,2022-11-09 13:10:00+11:00,B4,,0.0736944,-0.1740794,,,,,,
2199,2022-11-09 13:10:00+11:00,B5,,-2.3951533,1.4240808,,,,,,
2200,2022-11-09 13:10:00+11:00,B6,,0.4408,-0.034336,,,,,,
2201,2022-11-09 13:10:00+11:00,B7,,0.011975,0,,0.0317178,-0.0246168,,-0.5651954,0.1148752
2202,2022-11-09 13:10:00+11:00,B8,,2.32099,-0.330636,,,,,,
2203,2022-11-09 13:10:00+11:00,B9,,-1.212132,-0.172814,,0.007107,0,,0.020038,-0.180575
2204,2022-11-09 13:10:00+11:00,HOF,236.24,,,235.22,,,237.08,,
2205,2022-11-09 13:15:00+11:00,B1,,-1.6584,0,,-1.659806,0,,-1.5286876,0.217745
2206,2022-11-09 13:15:00+11:00,B10,,0.1640574,-0.2187432,,,,,,
2207,2022-11-09 13:15:00+11:00,B11,,0.1647098,0.0333619,,,,,,
2208,2022-11-09 13:15:00+11:00,B12,,0.012376,0.00714,,0.0941082,0.0191962,,-1.423865,-0.202805
2209,2022-11-09 13:15:00+11:00,B13,,-0.9991674,-0.1422576,,,,,,
2210,2022-11-09 13:15:00+11:00,B14,,0.397936,0.298452,,,,,,
2211,2022-11-09 13:15:00+11:00,B2,,0.208012,0.134232,,,,,,
2212,2022-11-09 13:15:00+11:00,B3,,-1.637835,0,,-1.65816,0,,0.623445,0
2213,2022-11-09 13:15:00+11:00,B4,,0.0737544,-0.1689816,,,,,,
2214,2022-11-09 13:15:00+11:00,B5,,-2.2195854,1.726056,,,,,,
2215,2022-11-09 13:15:00+11:00,B6,,0.1804074,-0.0256077,,,,,,
2216,2022-11-09 13:15:00+11:00,B7,,0.009512,0,,0,-0.044555,,-0.665475,0
2217,2022-11-09 13:15:00+11:00,B8,,2.2058784,-0.3142634,,,,,,
2218,2022-11-09 13:15:00+11:00,B9,,-1.2232662,-0.1743378,,0.009392,0,,0.1997862,-0.1709487
2219,2022-11-09 13:15:00+11:00,HOF,234.16,,,233.56,,,235.23,,
2220,2022-11-09 13:20:00+11:00,B1,,-1.653642,0,,-1.663893,0,,-1.5264144,0.2173752
2221,2022-11-09 13:20:00+11:00,B10,,0.1496649,-0.1704318,,,,,,
2222,2022-11-09 13:20:00+11:00,B11,,0.1109955,-0.0157542,,,,,,
2223,2022-11-09 13:20:00+11:00,B12,,0.105183,0.0597246,,0.011925,0,,-1.420265,-0.2024176
2224,2022-11-09 13:20:00+11:00,B13,,-0.9985164,-0.1422624,,,,,,
2225,2022-11-09 13:20:00+11:00,B14,,0.3812344,0.3057616,,,,,,
2226,2022-11-09 13:20:00+11:00,B2,,0.2053128,0.1379256,,,,,,
2227,2022-11-09 13:20:00+11:00,B3,,-1.634717,0,,-1.691295,0,,0.5308264,-0.3007858
2228,2022-11-09 13:20:00+11:00,B4,,0.0743496,-0.1756271,,,,,,
2229,2022-11-09 13:20:00+11:00,B5,,-2.5496394,1.163771,,,,,,
2230,2022-11-09 13:20:00+11:00,B6,,0.1858824,-0.0265211,,,,,,
2231,2022-11-09 13:20:00+11:00,B7,,0.009672,0,,0,-0.045429,,-0.6213478,0.0884244
2232,2022-11-09 13:20:00+11:00,B8,,2.371564,-0.337952,,,,,,
2233,2022-11-09 13:20:00+11:00,B9,,-1.218644,-0.1736016,,0.002403,0,,0.243984,-0.182988
2234,2022-11-09 13:20:00+11:00,HOF,238.74,,,238.54,,,239.81,,
2235,2022-11-09 13:25:00+11:00,B1,,-1.596704,0,,-1.670012,0,,-1.523109,0.2171114
2236,2022-11-09 13:25:00+11:00,B10,,0.1520519,-0.1682835,,,,,,
2237,2022-11-09 13:25:00+11:00,B11,,0.1130025,-0.0161772,,,,,,
2238,2022-11-09 13:25:00+11:00,B12,,0.0943092,0.0583704,,0.004762,0,,-1.3854456,-0.1974456
2239,2022-11-09 13:25:00+11:00,B13,,-0.9810615,-0.139769,,,,,,
2240,2022-11-09 13:25:00+11:00,B14,,0.0736288,-0.150164,,,,,,
2241,2022-11-09 13:25:00+11:00,B2,,0.197784,0.1379664,,,,,,
2242,2022-11-09 13:25:00+11:00,B3,,-1.645217,0,,-1.684388,0,,0.4840668,-0.2344846
2243,2022-11-09 13:25:00+11:00,B4,,0.072504,-0.17649,,,,,,
2244,2022-11-09 13:25:00+11:00,B5,,-2.663452,0.968484,,,,,,
2245,2022-11-09 13:25:00+11:00,B6,,0.1851696,-0.0264194,,,,,,
2246,2022-11-09 13:25:00+11:00,B7,,0.009664,0,,0,-0.04786,,-0.4942016,0.1004032
2247,2022-11-09 13:25:00+11:00,B8,,2.326128,-0.3313968,,,,,,
2248,2022-11-09 13:25:00+11:00,B9,,-1.200495,-0.17115,,0.007179,0,,0.2393088,-0.1794816
2249,2022-11-09 13:25:00+11:00,HOF,238.34,,,238,,,239.14,,
2250,2022-11-09 13:30:00+11:00,B1,,-1.608635,0,,-1.657872,0,,-1.528233,0.2178418
2251,2022-11-09 13:30:00+11:00,B10,,0.2315198,-0.1312104,,,,,,
2252,2022-11-09 13:30:00+11:00,B11,,0.1034628,-0.0147126,,,,,,
2253,2022-11-09 13:30:00+11:00,B12,,0.0938791,0.0581042,,0.01187,0,,-1.477266,-0.210392
2254,2022-11-09 13:30:00+11:00,B13,,-1.089588,-0.155136,,,,,,
2255,2022-11-09 13:30:00+11:00,B14,,0.117796,-0.149048,,,,,,
2256,2022-11-09 13:30:00+11:00,B2,,0.1940052,0.1353693,,,,,,
2257,2022-11-09 13:30:00+11:00,B3,,-1.64424,0,,-1.664436,0,,0.4840974,-0.2744712
2258,2022-11-09 13:30:00+11:00,B4,,0.0325786,-0.1681246,,,,,,
2259,2022-11-09 13:30:00+11:00,B5,,-2.6425791,0.9609597,,,,,,
2260,2022-11-09 13:30:00+11:00,B6,,0.1848528,-0.0263742,,,,,,
2261,2022-11-09 13:30:00+11:00,B7,,0.004822,0,,0.0391468,-0.0272118,,0.369653,0.1684106
2262,2022-11-09 13:30:00+11:00,B8,,0.35445,-0.3126249,,,,,,
2263,2022-11-09 13:30:00+11:00,B9,,-1.287588,-0.183488,,0.011935,0,,0.2393088,-0.1794816
2264,2022-11-09 13:30:00+11:00,HOF,236.44,,,236.2,,,237.78,,
2265,2022-11-09 13:35:00+11:00,B1,,-0.2778273,-0.1344866,,-0.3425345,-0.2391774,,-0.2202659,0.0938916
2266,2022-11-09 13:35:00+11:00,B10,,0.214914,-0.127568,,,,,,
2267,2022-11-09 13:35:00+11:00,B11,,0.1041168,-0.0148056,,,,,,
2268,2022-11-09 13:35:00+11:00,B12,,0.0098441,0.0069629,,0.004778,0,,-0.330894,-0.1603472
2269,2022-11-09 13:35:00+11:00,B13,,-0.0825902,-0.2441901,,,,,,
2270,2022-11-09 13:35:00+11:00,B14,,0.4055136,0.3041352,,,,,,
2271,2022-11-09 13:35:00+11:00,B2,,0.1924776,0.1343034,,,,,,
2272,2022-11-09 13:35:00+11:00,B3,,-0.3504,-0.07128,,-0.438087,-0.088908,,1.6506,0
2273,2022-11-09 13:35:00+11:00,B4,,0.0326745,-0.1686195,,,,,,
2274,2022-11-09 13:35:00+11:00,B5,,-0.612688,0,,,,,,
2275,2022-11-09 13:35:00+11:00,B6,,0.22306,-0.031698,,,,,,
2276,2022-11-09 13:35:00+11:00,B7,,0.0096,0,,0.0279396,-0.0224472,,-0.1958927,-0.1521772
2277,2022-11-09 13:35:00+11:00,B8,,2.5200344,-0.3591008,,,,,,
2278,2022-11-09 13:35:00+11:00,B9,,-0.27048,-0.16032,,0.007149,0,,0.2434488,-0.1825866
2279,2022-11-09 13:35:00+11:00,HOF,238.01,,,237.61,,,238.79,,
2280,2022-11-09 13:45:00+11:00,B1,,-1.610596,0,,-1.651888,0,,-1.638726,0
2281,2022-11-09 13:45:00+11:00,B10,,0.2176944,-0.0546623,,,,,,
2282,2022-11-09 13:45:00+11:00,B11,,0.111042,-0.0157608,,,,,,
2283,2022-11-09 13:45:00+11:00,B12,,0.014568,0.0087408,,0.00478,0,,-1.3874896,-0.1976968
2284,2022-11-09 13:45:00+11:00,B13,,-0.933608,0,,,,,,
2285,2022-11-09 13:45:00+11:00,B14,,0.2548675,0.1006375,,,,,,
2286,2022-11-09 13:45:00+11:00,B2,,0.0782277,-0.0733537,,,,,,
2287,2022-11-09 13:45:00+11:00,B3,,-1.640595,0,,-1.665644,0,,0.6660108,-0.0948024
2288,2022-11-09 13:45:00+11:00,B4,,0.0343584,-0.168213,,,,,,
2289,2022-11-09 13:45:00+11:00,B5,,-2.4054264,1.6198182,,,,,,
2290,2022-11-09 13:45:00+11:00,B6,,0.253162,0,,,,,,
2291,2022-11-09 13:45:00+11:00,B7,,0.004866,0,,-0.0289916,-0.0440864,,-0.7179,0
2292,2022-11-09 13:45:00+11:00,B8,,0.3316698,-0.3776154,,,,,,
2293,2022-11-09 13:45:00+11:00,B9,,-1.2575896,-0.1792336,,0.002404,0,,0.0619614,-0.197042
2294,2022-11-09 13:45:00+11:00,HOF,239.24,,,238.88,,,240.05,,
2295,2022-11-09 13:50:00+11:00,B1,,-1.61766,0,,-1.659091,0,,-1.637069,0
2296,2022-11-09 13:50:00+11:00,B10,,0.3139383,-0.0638397,,,,,,
2297,2022-11-09 13:50:00+11:00,B11,,0.1109955,-0.0157542,,,,,,
2298,2022-11-09 13:50:00+11:00,B12,,0.0201524,0.008498,,0.00956,0,,-1.3370292,-0.1905579
2299,2022-11-09 13:50:00+11:00,B13,,-1.010969,-0.1441085,,,,,,
2300,2022-11-09 13:50:00+11:00,B14,,0.2535186,0.1002396,,,,,,
2301,2022-11-09 13:50:00+11:00,B2,,0.0775284,-0.0704582,,,,,,
2302,2022-11-09 13:50:00+11:00,B3,,-1.645485,0,,-1.66083,0,,0.769063,0
2303,2022-11-09 13:50:00+11:00,B4,,0.0344304,-0.1685655,,,,,,
2304,2022-11-09 13:50:00+11:00,B5,,-2.202963,1.771161,,,,,,
2305,2022-11-09 13:50:00+11:00,B6,,0.2478,0,,,,,,
2306,2022-11-09 13:50:00+11:00,B7,,0.014592,0,,0,-0.050379,,-0.539688,0.1351608
2307,2022-11-09 13:50:00+11:00,B8,,0.367752,-0.3751548,,,,,,
2308,2022-11-09 13:50:00+11:00,B9,,-1.23006,-0.17537,,0.009596,0,,0.1547765,-0.0999549
2309,2022-11-09 13:50:00+11:00,HOF,239.74,,,239.1,,,240.34,,
2310,2022-11-09 13:55:00+11:00,B1,,-1.61284,0,,-1.655636,0,,-1.63676,0
2311,2022-11-09 13:55:00+11:00,B10,,0.1622131,-0.2219381,,,,,,
2312,2022-11-09 13:55:00+11:00,B11,,0.0992576,-0.0140774,,,,,,
2313,2022-11-09 13:55:00+11:00,B12,,0.09696,0.0601152,,0.009556,0,,-1.3220608,-0.1883168
2314,2022-11-09 13:55:00+11:00,B13,,-0.975555,-0.1391205,,,,,,
2315,2022-11-09 13:55:00+11:00,B14,,0.4055175,0.31473,,,,,,
2316,2022-11-09 13:55:00+11:00,B2,,0.0799141,-0.0748132,,,,,,
2317,2022-11-09 13:55:00+11:00,B3,,-1.640774,0,,-1.679697,0,,0.722352,0
2318,2022-11-09 13:55:00+11:00,B4,,0.080304,-0.178772,,,,,,
2319,2022-11-09 13:55:00+11:00,B5,,-2.2556416,1.5777904,,,,,,
2320,2022-11-09 13:55:00+11:00,B6,,0.244712,0,,,,,,
2321,2022-11-09 13:55:00+11:00,B7,,0.004848,0,,0.0474012,-0.0067032,,-0.46527,0.0663308
2322,2022-11-09 13:55:00+11:00,B8,,0.3154032,-0.3888304,,,,,,
2323,2022-11-09 13:55:00+11:00,B9,,-1.1948338,-0.1703394,,0.007203,0,,0.1682184,-0.0998944
2324,2022-11-09 13:55:00+11:00,HOF,239.14,,,238.19,,,239.44,,
2325,2022-11-09 14:00:00+11:00,B1,,-1.65105,0,,-1.654254,0,,-1.635032,0
2326,2022-11-09 14:00:00+11:00,B10,,0.223943,-0.132884,,,,,,
2327,2022-11-09 14:00:00+11:00,B11,,0.1662636,0.041685,,,,,,
2328,2022-11-09 14:00:00+11:00,B12,,0.0950912,0.0588544,,0.004774,0,,-1.3338864,-0.190074
2329,2022-11-09 14:00:00+11:00,B13,,-0.9948609,-0.1416678,,,,,,
2330,2022-11-09 14:00:00+11:00,B14,,0.2397423,0.0869582,,,,,,
2331,2022-11-09 14:00:00+11:00,B2,,0.0781956,-0.0733236,,,,,,
2332,2022-11-09 14:00:00+11:00,B3,,-1.653911,0,,-1.664586,0,,0.6480045,-0.2129805
2333,2022-11-09 14:00:00+11:00,B4,,0.0773388,-0.1771154,,,,,,
2334,2022-11-09 14:00:00+11:00,B5,,-2.2198077,1.7848633,,,,,,
2335,2022-11-09 14:00:00+11:00,B6,,0.1890314,-0.0268698,,,,,,
2336,2022-11-09 14:00:00+11:00,B7,,0.004858,0,,0,-0.045467,,-0.5179352,0.0738201
2337,2022-11-09 14:00:00+11:00,B8,,0.2468158,-0.374759,,,,,,
2338,2022-11-09 14:00:00+11:00,B9,,-1.22757,-0.175015,,0.007197,0,,0.1569032,-0.1013727
2339,2022-11-09 14:00:00+11:00,HOF,239.78,,,238.83,,,240.12,,
2340,2022-11-09 14:05:00+11:00,B1,,-1.647254,0,,-1.663739,0,,-1.640575,0
2341,2022-11-09 14:05:00+11:00,B10,,0.2273832,-0.1287792,,,,,,
2342,2022-11-09 14:05:00+11:00,B11,,0.1703096,0.042696,,,,,,
2343,2022-11-09 14:05:00+11:00,B12,,0.0908712,0.0586576,,0.004744,0,,-1.3233528,-0.188573
2344,2022-11-09 14:05:00+11:00,B13,,-0.9994386,-0.1424649,,,,,,
2345,2022-11-09 14:05:00+11:00,B14,,0.4555419,-0.1329768,,,,,,
2346,2022-11-09 14:05:00+11:00,B2,,0.0788268,-0.0715728,,,,,,
2347,2022-11-09 14:05:00+11:00,B3,,-1.638726,0,,-1.690256,0,,0.694364,-0.2282225
2348,2022-11-09 14:05:00+11:00,B4,,0.0768852,-0.1760766,,,,,,
2349,2022-11-09 14:05:00+11:00,B5,,-2.438858,1.4500928,,,,,,
2350,2022-11-09 14:05:00+11:00,B6,,0.1879888,-0.0260184,,,,,,
2351,2022-11-09 14:05:00+11:00,B7,,0.009632,0,,0,-0.045258,,-0.619353,0
2352,2022-11-09 14:05:00+11:00,B8,,0.2859426,-0.3848133,,,,,,
2353,2022-11-09 14:05:00+11:00,B9,,-1.213177,-0.1728228,,0.011925,0,,0.153401,-0.0990666
2354,2022-11-09 14:05:00+11:00,HOF,237.6,,,237.27,,,238.49,,
2355,2022-11-09 14:10:00+11:00,B1,,-1.423475,0,,-1.49614,0,,-1.475936,0
2356,2022-11-09 14:10:00+11:00,B10,,0.1515423,-0.1677195,,,,,,
2357,2022-11-09 14:10:00+11:00,B11,,0.1680792,0.0420198,,,,,,
2358,2022-11-09 14:10:00+11:00,B12,,0.01446,0.008917,,0.004772,0,,-1.2099703,-0.1723414
2359,2022-11-09 14:10:00+11:00,B13,,-1.05633,-0.1505925,,,,,,
2360,2022-11-09 14:10:00+11:00,B14,,0.6246352,0.0883736,,,,,,
2361,2022-11-09 14:10:00+11:00,B2,,0.0786312,-0.0713952,,,,,,
2362,2022-11-09 14:10:00+11:00,B3,,-1.641048,0,,-1.674502,0,,0.6732224,-0.2867648
2363,2022-11-09 14:10:00+11:00,B4,,0.0770148,-0.1763734,,,,,,
2364,2022-11-09 14:10:00+11:00,B5,,-2.7112352,0.985728,,,,,,
2365,2022-11-09 14:10:00+11:00,B6,,0.227465,-0.032361,,,,,,
2366,2022-11-09 14:10:00+11:00,B7,,0.012035,0,,0.052492,0,,-0.5067747,0.1477008
2367,2022-11-09 14:10:00+11:00,B8,,0.2485578,-0.3677326,,,,,,
2368,2022-11-09 14:10:00+11:00,B9,,-1.101416,-0.156892,,0.009608,0,,0.190269,-0.1026513
2369,2022-11-09 14:10:00+11:00,HOF,237.89,,,237.48,,,238.57,,
2370,2022-11-09 14:15:00+11:00,B1,,-1.615285,0,,-1.660355,0,,-1.633392,0
2371,2022-11-09 14:15:00+11:00,B10,,0.1514149,-0.1675785,,,,,,
2372,2022-11-09 14:15:00+11:00,B11,,0.1035064,-0.0147188,,,,,,
2373,2022-11-09 14:15:00+11:00,B12,,0.0135016,0.0053042,,0.090725,0.018525,,-0.5737868,-0.1674632
2374,2022-11-09 14:15:00+11:00,B13,,-0.3377186,-0.182257,,,,,,
2375,2022-11-09 14:15:00+11:00,B14,,0.6334998,0.090225,,,,,,
2376,2022-11-09 14:15:00+11:00,B2,,0.0784682,-0.0712472,,,,,,
2377,2022-11-09 14:15:00+11:00,B3,,-0.740214,0,,-0.826056,-0.1177696,,1.4197689,-0.2024211
2378,2022-11-09 14:15:00+11:00,B4,,0.076192,-0.1745273,,,,,,
2379,2022-11-09 14:15:00+11:00,B5,,-1.0698786,0.2171358,,,,,,
2380,2022-11-09 14:15:00+11:00,B6,,0.9911,0,,,,,,
2381,2022-11-09 14:15:00+11:00,B7,,0.009628,0,,0,-0.035715,,0.0122512,-0.1526688
2382,2022-11-09 14:15:00+11:00,B8,,1.2381858,-0.3612456,,,,,,
2383,2022-11-09 14:15:00+11:00,B9,,-0.5086992,-0.1846947,,0.01193,0,,0.1833003,-0.0990243
2384,2022-11-09 14:15:00+11:00,HOF,238.64,,,237.66,,,239.05,,
2385,2022-11-09 14:20:00+11:00,B1,,-1.617642,0,,-1.664875,0,,-1.62909,0
2386,2022-11-09 14:20:00+11:00,B10,,0.1422567,-0.1619028,,,,,,
2387,2022-11-09 14:20:00+11:00,B11,,0.0983008,-0.0139417,,,,,,
2388,2022-11-09 14:20:00+11:00,B12,,0.0127041,0.0107865,,0.0948318,0.0193438,,-1.2635556,-0.1799382
2389,2022-11-09 14:20:00+11:00,B13,,-0.917938,0,,,,,,
2390,2022-11-09 14:20:00+11:00,B14,,0.63456,0.08976,,,,,,
2391,2022-11-09 14:20:00+11:00,B2,,0.0785986,-0.0713656,,,,,,
2392,2022-11-09 14:20:00+11:00,B3,,-1.647072,0,,-1.71072,0,,0.4563776,-0.3184356
2393,2022-11-09 14:20:00+11:00,B4,,0.0765612,-0.1753346,,,,,,
2394,2022-11-09 14:20:00+11:00,B5,,-2.5021428,1.3530212,,,,,,
2395,2022-11-09 14:20:00+11:00,B6,,1.221472,0,,,,,,
2396,2022-11-09 14:20:00+11:00,B7,,0.0048,0,,0,-0.044954,,-0.623504,0
2397,2022-11-09 14:20:00+11:00,B8,,2.534393,-0.3612265,,,,,,
2398,2022-11-09 14:20:00+11:00,B9,,-1.20384,-0.171456,,0.007137,0,,0.1843902,-0.0994464
2399,2022-11-09 14:20:00+11:00,HOF,236.44,,,235.87,,,237.14,,
2400,2022-11-09 14:25:00+11:00,B1,,-1.498693,0,,-1.551312,0,,-1.520676,0
2401,2022-11-09 14:25:00+11:00,B10,,0.1433986,-0.1632024,,,,,,
