0.169,-0.265,6.982,0.121,0.298,-0.208,0.038,-0.171,0.193,-0.261,0.236,-0.06,0.24,0.045,0.04,-0.348,0.193,-0.125,0.075,-0.06,0.24,-0.014,0.103,-0.002,0.158,-0.057,0.084,0.082,224.165,238.08,225.309,230.171,221.168,221.183,224.806,225.327,225.374,222.99,221.452,225.143,236.674,230.16,
0.159,-0.263,5.519,0.025,0.274,-0.221,0.049,-0.176,0.225,-0.213,0.224,-0.053,0.249,0.048,0.038,-0.348,0.225,-0.122,0.075,-0.053,0.249,-0.015,0.085,-0.015,0.133,-0.099,0.08,0.077,224.342,238.009,225.511,230.105,221.533,221.536,224.986,225.323,225.562,223.186,221.651,225.366,236.605,230.093,
0.119,-0.255,0.078,-0.069,0.239,-0.25,0.084,-0.178,0.346,-0.035,0.184,-0.038,0.327,0.089,0.037,-0.346,0.346,-0.114,0.105,-0.038,0.327,-0.015,0.02,-0.049,0.094,-0.22,0.065,0.064,224.892,225.723,225.984,225.495,225.83,225.687,225.534,225.73,225.955,225.517,224.082,225.877,225.651,225.471,
0.135,-0.262,0.08,-0.071,0.294,-0.14,0.084,-0.178,0.256,-0.192,0.189,-0.038,0.475,0.218,0.039,-0.346,0.256,-0.126,0.206,-0.038,0.475,-0.016,0.024,-0.045,0.228,-0.239,0.017,0.009,224.948,226.131,226.133,225.592,225.185,225.113,225.697,226.109,226.07,225.283,223.81,225.938,226.263,225.566,
0.207,-0.273,0.081,-0.071,0.265,-0.165,0.084,-0.178,0.217,-0.238,0.222,-0.033,0.443,0.197,0.04,-0.348,0.217,-0.142,0.168,-0.033,0.443,-0.015,0.044,-0.031,0.258,-0.194,-0.147,-0.144,224.871,225.894,226.038,225.089,224.935,224.926,225.572,226.325,226.039,225.11,223.6,225.857,226.034,224.929,
0.211,-0.227,0.077,-0.069,0.256,-0.31,0.082,-0.18,0.334,-0.138,0.243,-0.028,0.285,0.044,0.048,-0.35,0.334,-0.134,0.214,-0.028,0.285,-0.014,0.115,-0.003,0.354,-0.014,-0.096,-0.085,224.93,226.14,225.95,225.356,225.698,225.636,225.459,225.733,226.003,225.507,223.965,225.844,226.353,225.197,
0.3,-0.091,0.077,-0.07,0.378,-0.395,0.082,-0.183,0.51,-0.146,0.252,-0.007,0.368,0.076,0.077,-0.369,0.51,-0.139,0.214,-0.007,0.368,-0.014,0.126,-0.011,0.385,0.131,0.074,0.072,225.189,226.486,226.109,226.121,226.318,226.105,225.599,225.779,226.159,225.518,223.824,225.956,226.738,226.105,
0.289,-0.089,0.078,-0.069,0.28,-0.216,0.082,-0.177,0.522,-0.13,0.401,-0.06,0.473,0.158,0.072,-0.354,0.522,-0.132,0.205,-0.06,0.473,-0.014,0.171,0.007,0.359,0.108,0.067,0.066,225.334,226.476,226.281,226.074,226.457,226.249,225.831,226.025,226.374,225.598,223.961,226.123,226.718,226.049,
0.279,-0.088,0.08,-0.071,0.204,-0.276,0.08,-0.176,0.522,-0.083,0.992,-0.014,0.361,0.149,0.068,-0.353,0.522,-0.132,0.089,-0.014,0.361,-0.014,0.105,-0.032,0.271,0.061,0.027,0.017,225.449,226.109,226.383,225.962,227.784,228.0,225.908,225.734,226.638,225.967,224.361,226.256,226.229,225.948,
0.274,-0.091,0.08,-0.071,0.207,-0.279,0.079,-0.176,0.633,0.092,1.219,-0.003,0.272,0.068,0.066,-0.355,0.633,-0.126,0.126,-0.003,0.272,-0.005,0.106,-0.029,0.153,-0.078,-0.154,-0.15,225.593,225.031,226.505,224.897,229.0,229.275,226.045,225.661,226.823,226.522,224.93,226.388,224.909,224.733,
0.24,-0.128,0.079,-0.071,0.216,-0.258,0.833,-0.283,0.614,0.097,1.266,-0.0,0.366,0.138,0.059,-0.356,0.614,-0.126,0.073,-0.0,0.366,0.04,0.083,-0.037,0.161,-0.078,-0.153,-0.15,226.43,225.009,226.803,224.858,229.195,229.52,226.331,225.784,227.114,226.72,225.704,226.721,224.895,224.694,
0.161,-0.263,0.08,-0.073,0.244,-0.158,3.173,0.001,0.614,0.099,1.279,-0.002,0.39,0.145,0.039,-0.354,0.614,-0.126,0.091,-0.002,0.39,0.029,0.038,-0.038,0.162,-0.074,-0.099,-0.087,227.793,224.832,227.542,224.446,230.915,231.241,227.061,224.397,227.846,228.455,230.654,227.611,224.704,224.279,
0.118,-0.251,0.113,-0.018,0.258,-0.177,3.118,-0.002,0.569,-0.02,1.317,-0.004,0.406,0.154,0.035,-0.352,0.569,-0.116,0.179,-0.004,0.406,-0.014,0.101,0.009,0.214,-0.076,0.135,0.141,227.711,225.506,227.51,225.387,230.656,231.028,227.045,224.22,227.819,228.271,230.173,227.569,225.479,225.378,
0.136,-0.257,0.22,0.13,0.325,-0.223,2.317,0.096,0.477,-0.145,1.403,-0.009,0.334,0.137,0.037,-0.354,0.477,-0.119,0.282,-0.009,0.334,-0.015,0.085,-0.003,0.199,-0.114,0.2,0.177,226.836,226.233,227.254,226.277,230.571,231.054,226.749,223.921,227.599,228.249,229.786,227.224,226.206,226.41,
0.196,-0.268,0.213,0.13,0.255,-0.24,0.041,-0.17,0.404,-0.279,1.49,0.004,0.273,0.062,0.039,-0.351,0.404,-0.135,0.269,0.004,0.273,-0.015,0.018,-0.05,0.172,-0.181,-0.151,-0.148,225.143,225.558,226.39,225.131,228.632,229.277,225.896,225.405,226.805,226.402,224.819,226.182,225.459,224.968,
0.177,-0.266,0.206,0.127,0.178,-0.287,0.04,-0.168,0.493,-0.16,1.411,-0.001,0.274,0.066,0.039,-0.35,0.493,-0.139,0.178,-0.001,0.274,-0.014,0.023,-0.054,0.323,-0.045,-0.149,-0.146,225.081,225.95,226.309,225.385,228.729,229.24,225.833,225.223,226.739,226.339,224.786,226.136,226.035,225.223,
0.176,-0.266,0.199,0.129,0.182,-0.282,0.041,-0.168,0.503,-0.149,1.397,0.001,0.387,0.139,0.038,-0.348,0.503,-0.139,0.074,0.001,0.387,-0.015,0.02,-0.056,0.234,-0.091,-0.147,-0.145,225.043,225.861,226.315,225.376,228.727,229.214,225.814,225.295,226.731,226.211,224.695,226.114,225.873,225.218,
0.173,-0.268,0.197,0.131,0.19,-0.283,0.053,-0.173,0.508,-0.104,1.367,-0.002,0.547,0.198,0.048,-0.351,0.508,-0.139,0.074,-0.002,0.547,-0.015,0.041,-0.042,0.148,-0.239,-0.056,-0.036,225.086,225.488,226.366,225.07,228.347,228.84,225.926,225.705,226.75,226.115,224.629,226.13,225.384,224.903,
0.174,-0.267,0.194,0.129,0.227,-0.264,0.088,-0.179,0.668,0.097,1.072,0.044,0.414,0.074,0.076,-0.36,0.668,-0.141,0.074,0.044,0.414,-0.015,0.115,-0.002,0.152,-0.237,0.298,0.293,225.05,225.882,226.29,226.46,229.013,229.311,225.811,225.195,226.618,226.383,224.887,226.092,225.711,226.587,
0.174,-0.268,0.166,0.074,0.302,-0.154,0.085,-0.178,0.645,0.091,0.19,-0.028,0.252,0.058,0.075,-0.364,0.645,-0.139,0.122,-0.028,0.252,-0.015,0.103,0.001,0.148,-0.24,0.199,0.176,224.837,226.387,226.044,226.579,226.626,226.273,225.527,225.583,226.135,225.678,224.205,225.884,226.313,226.712,
0.171,-0.27,0.078,-0.072,0.29,-0.171,0.085,-0.179,0.611,0.017,0.199,-0.03,0.283,0.06,0.073,-0.366,0.611,-0.137,0.285,-0.03,0.283,-0.014,0.079,-0.014,0.146,-0.234,-0.151,-0.149,224.817,225.368,226.031,224.927,226.68,226.322,225.507,225.94,226.129,225.835,224.313,225.871,225.322,224.764,
0.159,-0.266,0.078,-0.072,0.277,-0.255,0.083,-0.18,0.421,-0.305,0.23,-0.026,0.304,0.085,0.07,-0.365,0.421,-0.128,0.329,-0.026,0.304,-0.014,0.016,-0.058,0.147,-0.181,-0.151,-0.149,224.668,225.647,225.86,224.931,225.955,225.791,225.38,225.833,225.963,225.576,224.033,225.718,225.685,224.768,
0.121,-0.261,0.078,-0.072,0.238,-0.316,0.082,-0.18,0.406,-0.309,0.246,-0.008,0.406,0.14,0.062,-0.363,0.406,-0.12,0.222,-0.008,0.406,-0.014,0.021,-0.048,0.234,-0.047,-0.105,-0.094,224.629,225.98,225.828,225.129,225.998,225.854,225.375,225.796,225.919,225.485,224.015,225.691,226.137,224.969,
0.176,-0.218,0.078,-0.072,0.21,-0.291,0.083,-0.178,0.414,-0.277,0.245,-0.028,0.495,0.074,0.038,-0.354,0.414,-0.119,0.199,-0.028,0.495,-0.014,0.041,-0.046,0.203,-0.095,0.073,0.072,224.716,226.356,225.845,225.829,225.893,225.764,225.362,225.619,225.939,225.425,223.922,225.705,226.517,225.808,
0.315,-0.09,0.076,-0.071,0.235,-0.331,0.084,-0.181,0.568,-0.024,0.233,-0.004,0.395,0.103,0.039,-0.361,0.568,-0.131,0.126,-0.004,0.395,-0.016,0.119,-0.021,0.129,-0.186,0.089,0.088,225.016,225.742,225.977,225.592,226.316,226.079,225.506,226.036,226.116,225.599,223.952,225.88,225.717,225.583,
0.296,-0.088,0.076,-0.071,0.221,-0.346,0.091,-0.182,0.737,0.365,0.191,-0.027,0.288,0.096,0.038,-0.361,0.737,-0.13,0.095,-0.027,0.288,-0.005,0.185,0.019,0.155,-0.076,0.094,0.092,225.175,225.588,226.131,225.761,227.324,226.895,225.616,225.77,226.279,226.063,224.515,226.06,225.479,225.756,
0.287,-0.089,0.076,-0.071,0.222,-0.256,0.08,-0.177,0.701,0.253,0.188,-0.027,0.426,0.185,0.038,-0.359,0.701,-0.13,0.15,-0.027,0.426,0.044,0.144,0.004,0.174,-0.077,0.039,0.029,225.209,225.604,226.181,225.681,227.211,226.803,225.694,225.99,226.305,226.084,224.744,226.062,225.52,225.676,
0.279,-0.09,0.079,-0.073,0.323,-0.144,0.048,-0.172,0.648,0.133,0.386,-0.018,0.366,0.144,0.038,-0.359,0.648,-0.136,0.125,-0.018,0.366,0.032,0.023,-0.052,0.248,-0.073,-0.15,-0.149,225.137,225.531,226.213,224.975,226.812,226.483,225.662,226.35,226.362,225.814,224.41,226.027,225.578,224.812,
0.274,-0.092,0.079,-0.074,0.355,-0.135,0.049,-0.172,0.617,0.102,1.003,0.093,0.287,0.069,0.038,-0.357,0.617,-0.133,0.095,0.093,0.287,-0.015,0.019,-0.049,0.255,-0.073,-0.054,-0.036,225.216,225.163,226.345,224.97,228.19,228.309,225.828,226.072,226.669,226.191,224.54,226.125,225.119,224.813,
0.239,-0.136,0.078,-0.074,0.261,-0.247,0.049,-0.171,0.496,-0.021,1.237,-0.002,0.4,0.126,0.045,-0.354,0.496,-0.14,0.185,-0.002,0.4,-0.016,0.022,-0.049,0.305,-0.017,0.253,0.243,225.083,225.988,226.298,226.409,228.399,228.744,225.795,225.6,226.705,226.201,224.543,226.084,226.024,226.537,
0.162,-0.266,0.109,-0.019,0.198,-0.311,0.048,-0.172,0.271,-0.176,1.285,-0.001,0.413,0.159,0.071,-0.362,0.271,-0.139,0.286,-0.001,0.413,-0.014,0.04,-0.036,0.36,0.085,0.04,0.031,224.863,226.149,226.179,225.982,228.013,228.603,225.67,225.359,226.557,226.303,224.711,225.987,226.327,225.975,
0.121,-0.26,1.696,-0.04,0.169,-0.314,0.048,-0.171,0.295,-0.237,1.305,-0.0,0.482,0.205,0.068,-0.361,0.295,-0.128,0.269,-0.0,0.482,-0.015,0.108,0.009,0.307,-0.098,-0.151,-0.15,225.087,226.332,226.422,225.412,227.516,228.128,225.928,225.528,226.828,225.997,224.453,226.205,226.455,225.245,
0.132,-0.261,6.966,0.125,0.143,-0.286,0.061,-0.175,0.396,-0.027,1.313,0.0,0.379,0.097,0.066,-0.359,0.396,-0.124,0.199,0.0,0.379,-0.016,0.1,0.008,0.201,-0.234,-0.15,-0.149,225.645,237.1,227.015,229.132,224.264,224.785,226.488,225.13,227.517,224.175,222.705,226.779,235.559,228.972,
0.173,-0.272,7.064,0.128,0.157,-0.327,0.094,-0.184,0.348,-0.129,1.308,-0.001,0.302,0.068,0.064,-0.365,0.348,-0.128,0.129,-0.001,0.302,-0.014,0.081,-0.014,0.111,-0.224,-0.051,-0.036,225.622,237.236,226.922,229.278,223.992,224.542,226.425,225.002,227.453,223.99,222.506,226.708,235.608,229.122,
0.178,-0.276,5.453,0.332,0.221,-0.332,0.094,-0.187,0.378,-0.048,1.331,-0.003,0.344,0.062,0.057,-0.367,0.378,-0.129,0.078,-0.003,0.344,-0.016,0.016,-0.062,0.065,-0.219,0.255,0.246,225.353,237.701,226.699,230.426,224.239,224.822,226.147,224.77,227.191,224.084,222.584,226.473,236.013,230.554,
0.176,-0.274,0.196,0.132,0.325,-0.131,0.095,-0.185,0.468,0.184,1.335,-0.001,0.37,0.095,0.035,-0.364,0.468,-0.13,0.077,-0.001,0.37,-0.017,0.021,-0.059,0.069,-0.225,0.041,0.033,224.892,225.339,226.268,225.652,228.849,229.277,225.717,225.468,226.688,226.481,225.042,226.009,225.059,225.65,
0.174,-0.271,0.193,0.13,0.355,-0.134,0.092,-0.182,0.274,-0.19,1.396,-0.004,0.439,0.211,0.035,-0.357,0.274,-0.127,0.077,-0.004,0.439,-0.015,0.016,-0.052,0.083,-0.184,-0.151,-0.151,224.68,225.521,226.068,225.097,227.698,228.338,225.564,225.932,226.455,225.901,224.439,225.8,225.364,224.932,
0.174,-0.269,0.169,0.079,0.262,-0.241,0.093,-0.182,0.258,-0.202,1.139,0.033,0.341,0.115,0.033,-0.358,0.258,-0.125,0.119,0.033,0.341,-0.012,0.035,-0.042,1.621,-0.235,-0.152,-0.152,224.93,225.764,226.227,225.218,227.654,228.326,225.669,225.492,226.647,225.888,224.421,226.028,225.729,225.049,
0.174,-0.269,0.077,-0.07,0.214,-0.344,0.092,-0.184,0.18,-0.296,0.247,-0.0,0.273,0.053,0.035,-0.36,0.18,-0.127,0.224,-0.0,0.273,-0.002,0.101,-0.004,6.646,0.092,-0.099,-0.093,225.391,235.439,226.645,229.1,220.778,220.794,226.119,225.338,227.055,223.455,222.046,226.498,241.381,228.944,
0.161,-0.265,0.078,-0.072,0.289,-0.441,0.092,-0.184,0.162,-0.386,0.25,-0.007,0.277,0.049,0.034,-0.36,0.162,-0.133,0.248,-0.007,0.277,-0.014,0.088,-0.017,6.742,0.083,0.072,0.072,225.353,236.274,226.655,229.971,220.269,220.357,226.15,225.048,227.094,223.19,221.665,226.497,242.479,229.955,
0.118,-0.256,0.077,-0.07,0.184,-0.293,0.091,-0.18,0.316,-0.109,0.243,-0.038,0.394,0.1,0.034,-0.35,0.316,-0.122,0.271,-0.038,0.394,-0.015,0.043,-0.041,4.907,0.15,0.068,0.068,225.161,235.178,226.432,229.268,221.546,221.476,225.905,225.306,226.756,223.824,222.329,226.295,240.983,229.244,
0.949,-0.199,0.078,-0.073,0.23,-0.275,0.08,-0.178,0.329,-0.066,0.245,-0.052,0.423,0.141,0.045,-0.36,0.329,-0.13,0.128,-0.052,0.423,-0.016,0.096,-0.026,0.318,-0.065,0.085,0.085,225.113,226.249,225.491,225.771,225.759,225.676,224.904,225.773,225.587,225.485,224.045,225.438,226.45,225.76,
3.504,-0.238,0.077,-0.072,0.237,-0.141,0.051,-0.171,0.32,-0.067,0.239,-0.06,0.269,0.066,0.067,-0.356,0.32,-0.14,0.077,-0.06,0.269,-0.003,0.129,-0.033,0.297,-0.064,0.037,0.032,224.362,225.351,225.219,223.974,225.485,225.404,224.67,228.714,225.317,225.227,223.588,225.274,225.539,223.964,
3.588,-0.242,0.079,-0.073,0.268,-0.138,0.051,-0.171,0.354,-0.024,0.24,-0.06,0.364,0.12,0.061,-0.356,0.354,-0.139,0.097,-0.06,0.364,0.042,0.228,-0.035,0.246,-0.073,-0.151,-0.151,224.356,224.797,225.262,223.003,225.646,225.562,224.731,229.034,225.35,225.377,224.087,225.324,224.924,222.837,
3.575,-0.244,0.078,-0.072,0.309,-0.144,0.051,-0.171,0.422,0.138,0.243,-0.058,0.32,0.098,0.062,-0.355,0.422,-0.141,0.126,-0.058,0.32,0.032,0.244,0.007,0.221,-0.071,-0.097,-0.093,224.375,224.553,225.334,222.985,226.194,226.024,224.781,229.101,225.44,225.677,224.36,225.366,224.604,222.822,
2.681,-0.255,0.078,-0.072,0.234,-0.246,0.05,-0.171,0.34,-0.041,0.34,-0.044,0.305,0.077,0.059,-0.356,0.34,-0.128,0.077,-0.044,0.305,-0.014,0.128,0.005,0.15,-0.074,0.085,0.085,224.966,225.004,225.221,223.855,225.81,225.719,224.623,228.724,225.356,225.342,223.655,225.216,225.007,223.845,
0.276,-0.091,0.078,-0.071,0.177,-0.291,0.063,-0.175,0.227,-0.244,0.475,-0.003,0.429,0.139,0.033,-0.353,0.227,-0.124,0.122,-0.003,0.429,-0.015,0.168,0.004,0.175,-0.054,0.032,0.028,224.52,226.123,225.617,225.963,226.084,226.231,225.134,225.931,225.76,225.428,223.781,225.551,226.159,225.958,
0.24,-0.138,0.078,-0.072,0.2,-0.299,0.097,-0.182,0.108,-0.435,0.341,-0.033,0.269,0.056,0.031,-0.355,0.108,-0.126,0.251,-0.033,0.269,-0.016,0.103,-0.036,0.198,-0.092,-0.15,-0.15,224.287,226.226,225.464,225.275,225.085,225.197,224.968,225.917,225.542,225.243,223.651,225.441,226.422,225.111,
0.156,-0.258,0.108,-0.02,0.19,-0.306,0.1,-0.183,0.15,-0.398,0.435,-0.005,0.264,0.076,0.031,-0.352,0.15,-0.122,0.292,-0.005,0.264,-0.014,0.074,-0.036,0.123,-0.225,-0.148,-0.149,224.277,225.742,225.547,224.967,225.782,226.02,225.005,225.63,225.676,225.652,224.14,225.49,225.802,224.803,
0.121,-0.256,0.216,0.131,0.208,-0.265,0.109,-0.187,0.253,-0.236,0.203,-0.041,0.407,0.166,0.034,-0.356,0.253,-0.118,0.286,-0.041,0.407,-0.015,0.018,-0.046,0.123,-0.227,-0.043,-0.04,224.418,226.17,225.638,225.151,225.546,225.508,225.143,225.789,225.697,225.545,224.07,225.553,226.196,224.984,
0.141,-0.264,0.209,0.132,0.256,-0.146,0.094,-0.182,0.298,-0.094,0.204,-0.041,0.502,0.228,0.033,-0.357,0.298,-0.127,0.219,-0.041,0.502,-0.016,0.034,-0.034,0.128,-0.232,0.242,0.242,224.485,226.583,225.804,226.425,225.636,225.557,225.267,225.909,225.854,225.566,224.084,225.67,226.565,226.552,
0.199,-0.266,0.201,0.131,0.277,-0.159,0.093,-0.183,0.246,-0.163,0.203,-0.041,0.428,0.138,0.031,-0.355,0.246,-0.139,0.077,-0.041,0.428,-0.015,0.101,0.0,0.15,-0.238,0.026,0.025,224.269,226.438,225.592,226.062,225.335,225.25,225.045,225.965,225.645,225.205,223.71,225.482,226.43,226.046,
0.184,-0.266,0.195,0.127,0.25,-0.176,0.094,-0.181,0.147,-0.363,0.201,-0.04,0.328,0.058,0.041,-0.351,0.147,-0.133,0.077,-0.04,0.328,-0.016,0.079,-0.019,0.151,-0.236,-0.147,-0.149,224.121,226.488,225.392,225.467,224.61,224.672,224.868,225.931,225.421,224.901,223.45,225.323,226.582,225.305,
0.183,-0.266,0.192,0.126,0.224,-0.249,0.093,-0.18,0.265,-0.169,0.217,-0.04,0.266,0.056,0.066,-0.356,0.265,-0.133,0.096,-0.04,0.266,-0.016,0.011,-0.054,0.173,-0.188,-0.093,-0.094,224.22,226.058,225.507,225.21,225.409,225.352,224.992,225.912,225.594,225.294,223.846,225.445,226.075,225.046,
0.178,-0.266,0.167,0.075,0.142,-0.295,0.092,-0.18,0.305,-0.183,0.252,-0.036,0.265,0.049,0.062,-0.355,0.305,-0.132,0.205,-0.036,0.265,-0.014,0.018,-0.046,0.261,-0.05,0.03,0.03,224.331,226.758,225.567,226.199,225.676,225.639,225.047,225.465,225.679,225.386,223.879,225.516,226.889,226.188,
0.179,-0.266,0.08,-0.074,0.162,-0.338,0.08,-0.177,0.301,-0.312,0.265,-0.041,0.406,0.109,0.059,-0.356,0.301,-0.136,0.325,-0.041,0.406,-0.014,0.021,-0.047,0.264,-0.094,-0.096,-0.097,224.222,225.991,225.445,225.157,225.943,225.836,224.937,225.708,225.555,225.564,224.04,225.379,226.171,224.989,
0.18,-0.266,0.08,-0.074,0.177,-0.375,0.049,-0.171,0.167,-0.538,0.353,-0.062,0.507,0.106,0.059,-0.358,0.167,-0.14,0.264,-0.062,0.507,-0.016,0.044,-0.073,0.22,-0.201,0.023,0.024,224.014,226.466,225.35,225.79,224.699,224.823,224.827,225.82,225.442,225.005,223.454,225.278,226.688,225.776,
